19.0,300.0,0.0,-300.0
32.0,300.0,-9.6,-288.48
16.0,299.8464,-14.215679999999999,-282.78758400000004
3.0,299.80375296,-15.064042751999999,-281.7269016576
11.0,299.638048489728,-18.1630386702336,-277.8424020854477
15.0,299.3656029096745,-22.330674701515317,-272.56879326785617
16.0,299.0083121144503,-26.691775393801016,-266.9781816418891
2.0,298.9549285636627,-27.225731757084795,-266.2840504551609
13.0,298.6009940508206,-30.687424413001885,-261.77608475521833
15.0,298.1406826846256,-34.61406568433016,-256.6038038634294
15.0,297.6214716993606,-38.4631227422816,-251.4657244086227
15.0,297.0445248582264,-42.23510860841094,-246.36239452813328
16.0,296.36876312049185,-46.17690692086107,-240.95647481545856
16.0,295.62993260975804,-50.03221051790841,-235.59127998826796
15.0,294.87944945198944,-53.56607971773243,-230.60015379071052
15.0,294.07595825622343,-57.02508202459309,-225.64585982671173
16.0,293.1635569438299,-60.63541578182048,-220.40105800564535
15.0,292.2540257071026,-63.941431651905155,-215.5243077248164
16.0,291.2309628006721,-67.38982057550221,-210.36317811006944
15.0,290.22011549203955,-70.54526824715326,-205.56579359545566
1.0,290.1495702237924,-70.75083404074871,-205.24856937489398
14.0,289.15905854722195,-73.62431401199723,-200.80988173282526
15.0,288.054693837042,-76.6364622379896,-196.0909391514545
15.0,286.90514690347214,-79.57782632526143,-191.41175531315844
15.0,285.71147950859324,-82.4490026549588,-186.77267632264267
16.0,284.3922954661139,-85.43736547612109,-181.86745689476862
15.0,283.1107349839721,-88.16537732954262,-177.31228218852098
16.0,281.70008894669945,-91.00237384455896,-172.49724033322872
16.0,280.2440509651865,-93.76232968989062,-167.72925533731774
15.0,278.83761601983815,-96.27826851995039,-163.3036937958977
15.0,277.3934419920389,-98.72782392688885,-158.92005327977228
16.0,275.81379680920867,-101.2705447793652,-154.28914307397042
15.0,274.2947386375182,-103.58488192547475,-149.99288032694852
16.0,272.6373805267106,-105.98476801070592,-145.45565891386352
1.0,272.5313957586999,-106.13022366961978,-145.17512735515615
14.0,271.0455726273252,-108.16267545259197,-141.25036208421486
16.0,269.3149698200837,-110.4226812459394,-136.80775232495645
15.0,267.65862960139464,-112.47479753081375,-132.68887256441815
16.0,265.8590328409016,-114.59781949184443,-128.34164945068827
15.0,264.1400655485239,-116.52294423360476,-124.31253246819821
16.0,262.27569844078624,-118.51194475309593,-120.06136473707113
16.0,260.3795073247367,-120.43292658888907,-115.85999541806984
14.0,258.6934463524923,-122.05496652474206,-112.22748652280183
15.0,256.8626218546212,-123.73837882258408,-108.3765672675203
17.0,254.75906941463725,-125.58078046613193,-104.06213285527895
14.0,253.00093848811142,-127.03765032610583,-100.55575809678442
16.0,250.96833608289373,-128.64654245565438,-96.59248513610848
1.0,250.8396895404381,-128.7431349407905,-96.3479276114895
14.0,249.037285651267,-130.09200592735135,-92.92687853844541
15.0,247.08590556235674,-131.48590910542802,-89.30281463584313
15.0,245.11361692577532,-132.82545132496566,-85.72307533581653
16.0,242.98840970457587,-134.19702053033873,-81.95198506816939
15.0,240.9754543966208,-135.42630030636127,-78.46389402898728
16.0,238.808633591719,-136.68172261082506,-74.79056645872893
16.0,236.6217260299458,-137.87837167416473,-71.16768002094813
15.0,234.55355045483333,-138.94588687447896,-67.81848620545858
16.0,232.33041626484166,-140.0309826537663,-64.29323708032211
16.0,230.0899205423814,-141.05967444705146,-60.818311205919656
16.0,227.83296575122858,-142.03276742634617,-57.39364483961319
16.0,225.56044147240704,-142.95106574378,-54.01916257987105
15.0,223.41617548625032,-143.76135318247805,-50.90255166727667
2.0,223.12865277988536,-143.8631582858126,-50.492862836910234
13.0,221.2584317221698,-144.51956550269244,-47.83495311893887
15.0,219.0906382396294,-145.23708979947654,-44.806130480257565
15.0,216.91208189263727,-145.9091817566804,-41.821063784620804
16.0,214.5775349845304,-146.57831877723433,-38.68355245184921
15.0,212.37886020287186,-147.15857206401208,-35.788573726057365
16.0,210.02432304984768,-147.731189243629,-32.74689595749291
15.0,207.80835521119326,-148.22239268299137,-29.941483991603633
15.0,205.5850193209484,-148.67151494286543,-27.17920138950987
16.0,203.20627508186254,-149.10638216509759,-24.278616483745452
16.0,200.82057296722098,-149.4948400288375,-21.42676493261598
15.0,198.5781503667884,-149.81624150282673,-18.79866056339634
